"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,29782.22922,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,30589.969662,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,31176.10039,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,32667.478716,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,32912.105025,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,36024.433408,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,36983.283194,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,37724.812892,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,38832.777966,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,3366.048749,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,3712.701255,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,4048.788711,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,4432.216162,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,4988.369134,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,5688.860494,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,6320.745902,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,6962.723967,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,7709.413156,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,8680.877977,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,9864.26652,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,10920.17878,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,11582.556501,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,12478.772529,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13663.897826,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,14837.576692,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,15695.915767,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,16300.359446,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,16739.980756,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,17496.575822,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,18433.367366,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,19537.715861,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,20581.466636,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,21540.026206,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,22977.32949,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,24307.632714,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,26794.438484,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,28586.331896,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,28160.564207,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,30554.742268,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,36927.689379,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,37871.49136,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,37961.126487,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,38529.580285,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,42515.599739,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,47775.439109,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,54107.133448,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,55876.640263,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,61759.991401,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,55491.077035,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,58080.579873,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,62146.132445,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,65441.924885,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,67051.142913,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,65790.017325,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,62038.19765,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,59349.980328,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,6188.104323,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,5933.325729,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,6210.772007,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,6587.960744,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,7078.528253,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,7723.972776,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,8327.302071,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,8999.291523,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,9555.597378,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,10124.60358,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,10645.448165,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,11126.609683,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,11780.55723,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,12259.488284,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,13351.301467,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,13897.543068,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,15154.578202,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,16783.384091,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,18315.1311,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,19265.423846,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,20829.366981,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,22576.020895,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,23541.526159,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,24421.982676,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,25392.007432,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,26528.520297,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,27463.870117,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,2079.619619,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,2350.619525,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,2652.948447,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,3109.561139,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,3380.253374,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,3401.0501,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,3727.892346,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,4136.73165,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,4502.803655,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,5094.5292,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,5746.424096,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,6330.146322,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,6824.153576,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,7050.728919,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,7139.266527,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,7557.893655,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,8029.666995,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,8774.90627,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,9787.739386,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,10856.955368,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,11748.270782,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,12705.521611,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,13142.018328,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,13165.116505,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,13542.425834,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,14376.128942,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,14903.386063,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,15780.006133,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,16674.577174,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,17723.511323,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,18872.376797,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,19585.517095,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,20367.738685,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,20839.691169,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,21490.722155,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,22739.66382,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,24669.530521,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,25695.763445,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,26631.498361,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,26496.302114,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,27360.981548,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,26780.130712,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,26454.226804,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,27899.476155,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,28806.182808,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,29687.734237,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,30621.554985,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,7141.648577,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,7425.398873,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,8021.024893,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,8640.208176,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,9360.73297,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,10061.016757,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,10601.776199,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,10701.517975,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,11322.737925,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,12398.235682,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,13290.175194,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,14123.240046,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,15170.442765,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,16572.06374,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,18812.959384,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,21070.779243,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,23574.932203,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,22949.223461,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,24833.009114,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,25836.338954,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,26654.008772,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,27899.621338,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,29020.578718,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,29915.122116,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,30619.01381,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,2763.023829,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,3010.407321,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,3366.370455,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,3791.734191,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,4322.687454,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,4699.433726,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,5061.027772,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,5462.176866,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,5864.931657,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,6295.286245,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,6939.437774,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,7530.891913,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,8054.458827,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,8480.673611,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,8901.885331,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,9365.477122,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,9835.322483,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,10619.568352,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,11525.924172,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,12527.777675,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,13461.973395,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,14238.955162,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,14664.57842,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,14826.205469,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,15474.837272,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,16209.743524,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,16919.345598,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,17859.682606,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,19014.413812,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,19915.643272,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,21524.489644,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,23010.901547,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,24367.743108,,
